Mean: 0	Var: 0	Max: 0	Min: 0
Mean: -45.48	Var: 94.0496	Max: -20	Min: -65
Mean: -44.52	Var: 82.3296	Max: -20	Min: -72
Mean: -43.56	Var: 57.9262	Max: -20	Min: -57
Mean: -44.12	Var: 84.4257	Max: -20	Min: -61
Mean: -43.8	Var: 71.1601	Max: -20	Min: -58
Mean: -43.42	Var: 65.0037	Max: -20	Min: -60
Mean: -45.16	Var: 93.2145	Max: -20	Min: -62
Mean: -42.98	Var: 64.8196	Max: -20	Min: -59
Mean: -43.98	Var: 79.0996	Max: -20	Min: -61
Mean: -43.5	Var: 67.09	Max: -20	Min: -60
Mean: -43.32	Var: 75.2577	Max: -20	Min: -60
Mean: -44.68	Var: 105.738	Max: -20	Min: -73
Mean: -43.46	Var: 72.7285	Max: -20	Min: -59
Mean: -42.42	Var: 62.7237	Max: -20	Min: -63
Mean: -43.22	Var: 69.8115	Max: -20	Min: -57
Mean: -43.7	Var: 73.2899	Max: -20	Min: -61
Mean: -43.74	Var: 70.1523	Max: -20	Min: -63
Mean: -44.92	Var: 80.8737	Max: -20	Min: -64
Mean: -43.32	Var: 73.6977	Max: -20	Min: -64
Mean: -44.22	Var: 70.3716	Max: -20	Min: -61
Mean: -43.46	Var: 70.7685	Max: -20	Min: -57
Mean: -43.18	Var: 71.5475	Max: -20	Min: -60
Mean: -43.88	Var: 80.6255	Max: -20	Min: -62
Mean: -42.72	Var: 55.9215	Max: -20	Min: -55
Mean: -43.32	Var: 77.9777	Max: -20	Min: -67
Mean: -43.24	Var: 81.5022	Max: -20	Min: -63
Mean: -42.6	Var: 74.9201	Max: -20	Min: -63
Mean: -43.48	Var: 85.4096	Max: -20	Min: -61
Mean: -42.34	Var: 59.5843	Max: -20	Min: -57
Mean: -42.72	Var: 71.0015	Max: -20	Min: -63
Mean: -44.5	Var: 95.01	Max: -20	Min: -65
Mean: -42.3	Var: 65.3301	Max: -20	Min: -56
Mean: -42.96	Var: 78.7585	Max: -20	Min: -59
Mean: -42.96	Var: 85.7185	Max: -20	Min: -67
Mean: -42.42	Var: 83.0437	Max: -20	Min: -58
Mean: -42.6	Var: 70.9201	Max: -20	Min: -56
Mean: -41.62	Var: 67.9556	Max: -20	Min: -61
Mean: -42.6	Var: 81.4001	Max: -20	Min: -59
Mean: -43.92	Var: 88.2738	Max: -20	Min: -65
Mean: -43.46	Var: 75.6085	Max: -20	Min: -64
Mean: -43.8	Var: 73.5601	Max: -20	Min: -63
Mean: -43.06	Var: 66.0963	Max: -20	Min: -61
Mean: -43.24	Var: 67.3422	Max: -20	Min: -61
Mean: -43.44	Var: 61.5266	Max: -20	Min: -60
Mean: -44.64	Var: 61.6705	Max: -20	Min: -57
Mean: -43.86	Var: 73.7603	Max: -20	Min: -63
Mean: -43.72	Var: 72.2415	Max: -20	Min: -65
Mean: -45.06	Var: 83.4163	Max: -20	Min: -64
Mean: -43.42	Var: 72.8037	Max: -20	Min: -60
Mean: -44.36	Var: 74.4303	Max: -20	Min: -61
Mean: -43.04	Var: 63.1583	Max: -20	Min: -57
Mean: -44.38	Var: 82.5555	Max: -20	Min: -61
Mean: -42.78	Var: 74.0517	Max: -20	Min: -65
Mean: -42.54	Var: 87.6483	Max: -20	Min: -64
Mean: -43.64	Var: 91.7904	Max: -20	Min: -62
Mean: -43.44	Var: 92.2066	Max: -20	Min: -64
Mean: -43.78	Var: 73.6918	Max: -20	Min: -62
Mean: -43.44	Var: 61.4866	Max: -20	Min: -62
Mean: -44.34	Var: 67.3444	Max: -20	Min: -59
Mean: -44.02	Var: 59.6995	Max: -20	Min: -61
Mean: -45.1	Var: 72.8501	Max: -20	Min: -69
Mean: -43.74	Var: 67.1123	Max: -20	Min: -62
Mean: -43.9	Var: 76.8899	Max: -20	Min: -60
Mean: -43.48	Var: 79.5696	Max: -20	Min: -58
Mean: -44.32	Var: 90.4577	Max: -20	Min: -66
Mean: -42.78	Var: 83.8117	Max: -20	Min: -61
Mean: -43.72	Var: 84.6815	Max: -20	Min: -60
Mean: -44.2	Var: 85.88	Max: -20	Min: -60
Mean: -43.66	Var: 77.9044	Max: -20	Min: -61
Mean: -43.02	Var: 69.6195	Max: -20	Min: -57
Mean: -43.42	Var: 77.2837	Max: -20	Min: -68
Mean: -43.94	Var: 82.3365	Max: -20	Min: -67
Mean: -43.38	Var: 81.0355	Max: -20	Min: -60
Mean: -43.52	Var: 85.6495	Max: -20	Min: -63
Mean: -43.28	Var: 77.0017	Max: -20	Min: -65
Mean: -43.24	Var: 69.9822	Max: -20	Min: -58
Mean: -43.92	Var: 79.7138	Max: -20	Min: -64
Mean: -43.52	Var: 76.2895	Max: -20	Min: -59
Mean: -43.5	Var: 82.81	Max: -20	Min: -71
Mean: -42.34	Var: 76.0643	Max: -20	Min: -62
Mean: -42.84	Var: 84.2544	Max: -20	Min: -59
Mean: -41.52	Var: 87.4096	Max: -20	Min: -69
Mean: -42.12	Var: 89.7856	Max: -20	Min: -67
Mean: -42.2	Var: 75.9599	Max: -20	Min: -63
Mean: -42.66	Var: 79.0644	Max: -20	Min: -59
Mean: -41.36	Var: 61.9103	Max: -20	Min: -56
Mean: -41.84	Var: 82.7744	Max: -20	Min: -59
Mean: -43.12	Var: 107.666	Max: -20	Min: -69
Mean: -42.98	Var: 75.0196	Max: -20	Min: -61
Mean: -43.02	Var: 84.7395	Max: -20	Min: -60
Mean: -43.48	Var: 115.89	Max: -20	Min: -68
Mean: -42.32	Var: 95.8176	Max: -20	Min: -61
Mean: -42.78	Var: 100.812	Max: -20	Min: -60
Mean: -41.54	Var: 74.9283	Max: -20	Min: -56
Mean: -42.38	Var: 86.1955	Max: -20	Min: -59
Mean: -43.06	Var: 101.296	Max: -20	Min: -61
Mean: -42.7	Var: 98.53	Max: -20	Min: -67
Mean: -42.36	Var: 84.6704	Max: -20	Min: -67
Mean: -42.64	Var: 79.7504	Max: -20	Min: -60
Mean: -42.9	Var: 82.5698	Max: -20	Min: -60
Mean: -43.48	Var: 74.0896	Max: -20	Min: -58
Mean: -44.48	Var: 97.4097	Max: -20	Min: -69
Mean: -43.22	Var: 82.1315	Max: -20	Min: -66
Mean: -42.96	Var: 79.8785	Max: -20	Min: -59
Mean: -42.3	Var: 69.9301	Max: -20	Min: -54
Mean: -43.56	Var: 97.2062	Max: -20	Min: -66
Mean: -43.1	Var: 80.4501	Max: -20	Min: -59
Mean: -43.9	Var: 84.6099	Max: -20	Min: -63
Mean: -45.68	Var: 74.8176	Max: -20	Min: -60
Mean: -44.56	Var: 68.7262	Max: -20	Min: -60
Mean: -46.02	Var: 91.8997	Max: -20	Min: -62
Mean: -43.38	Var: 64.3955	Max: -20	Min: -57
Mean: -43.7	Var: 72.5699	Max: -20	Min: -61
Mean: -42.86	Var: 67.3204	Max: -20	Min: -61
Mean: -43.9	Var: 84.5299	Max: -20	Min: -64
Mean: -43.34	Var: 62.2244	Max: -20	Min: -59
Mean: -44.2	Var: 74.48	Max: -20	Min: -64
Mean: -44.14	Var: 79.1604	Max: -20	Min: -63
Mean: -43.92	Var: 74.4738	Max: -20	Min: -63
Mean: -43.94	Var: 64.1765	Max: -20	Min: -58
Mean: -44.1	Var: 69.0102	Max: -20	Min: -61
Mean: -44.6	Var: 70.0801	Max: -20	Min: -61
Mean: -44.06	Var: 55.9763	Max: -20	Min: -57
Mean: -45.52	Var: 92.0094	Max: -20	Min: -65
Mean: -44.26	Var: 84.7925	Max: -20	Min: -65
Mean: -43.62	Var: 75.1957	Max: -20	Min: -58
Mean: -43.04	Var: 61.9983	Max: -20	Min: -55
Mean: -42.44	Var: 73.8466	Max: -20	Min: -64
Mean: -43.3	Var: 77.2501	Max: -20	Min: -59
Mean: -43.3	Var: 79.0901	Max: -20	Min: -58
Mean: -43.46	Var: 68.8885	Max: -20	Min: -64
Mean: -43.46	Var: 72.5685	Max: -20	Min: -60
Mean: -43.24	Var: 72.9422	Max: -20	Min: -64
Mean: -43.88	Var: 66.7055	Max: -20	Min: -60
Mean: -44.42	Var: 68.6838	Max: -20	Min: -69
Mean: -43.24	Var: 68.7822	Max: -20	Min: -70
Mean: -44.26	Var: 72.8725	Max: -20	Min: -59
Mean: -43.64	Var: 65.8304	Max: -20	Min: -63
Mean: -43.78	Var: 80.9718	Max: -20	Min: -66
Mean: -42.78	Var: 72.8517	Max: -20	Min: -63
Mean: -42.24	Var: 71.3022	Max: -20	Min: -59
Mean: -42.62	Var: 89.1556	Max: -20	Min: -65
Mean: -42.28	Var: 89.4817	Max: -20	Min: -64
Mean: -42.16	Var: 77.8544	Max: -20	Min: -62
Mean: -42.44	Var: 80.9666	Max: -20	Min: -58
Mean: -43.16	Var: 110.854	Max: -20	Min: -72
Mean: -42.36	Var: 88.4704	Max: -20	Min: -64
Mean: -42.4	Var: 87.5999	Max: -20	Min: -68
Mean: -42.34	Var: 80.7843	Max: -20	Min: -58
Mean: -43.2	Var: 99.9599	Max: -20	Min: -71
Mean: -41.54	Var: 57.3683	Max: -20	Min: -56
Mean: -42.12	Var: 76.8656	Max: -20	Min: -68
Mean: -42.78	Var: 97.2117	Max: -20	Min: -65
Mean: -42.6	Var: 77.7601	Max: -20	Min: -59
Mean: -43.38	Var: 102.036	Max: -20	Min: -66
Mean: -43.38	Var: 84.5555	Max: -20	Min: -64
Mean: -43.36	Var: 81.3504	Max: -20	Min: -63
Mean: -43.9	Var: 70.4899	Max: -20	Min: -59
Mean: -44.4	Var: 73.4799	Max: -20	Min: -60
Mean: -43.78	Var: 76.0118	Max: -19	Min: -60
Mean: -43.68	Var: 71.9776	Max: -19	Min: -58
Mean: -44.2	Var: 76.64	Max: -19	Min: -62
Mean: -45.92	Var: 78.6338	Max: -19	Min: -61
Mean: -44.2	Var: 69.88	Max: -19	Min: -62
Mean: -43.32	Var: 62.3777	Max: -19	Min: -58
Mean: -43.7	Var: 79.4499	Max: -19	Min: -60
Mean: -42.52	Var: 74.3296	Max: -19	Min: -61
Mean: -43.44	Var: 80.5266	Max: -19	Min: -68
Mean: -42.84	Var: 75.4544	Max: -19	Min: -61
Mean: -42.1	Var: 87.0901	Max: -19	Min: -64
Mean: -42.96	Var: 88.6385	Max: -19	Min: -61
Mean: -43.06	Var: 109.896	Max: -19	Min: -63
Mean: -42.68	Var: 95.4976	Max: -19	Min: -61
Mean: -43.56	Var: 76.2862	Max: -19	Min: -59
Mean: -43.52	Var: 85.4495	Max: -19	Min: -68
Mean: -43.66	Var: 87.0244	Max: -19	Min: -61
Mean: -44.1	Var: 96.0902	Max: -19	Min: -63
Mean: -42.66	Var: 75.9844	Max: -19	Min: -59
Mean: -43.66	Var: 79.3044	Max: -19	Min: -58
Mean: -43.16	Var: 72.4944	Max: -19	Min: -59
Mean: -42.6	Var: 70.2801	Max: -19	Min: -61
Mean: -43.92	Var: 78.1538	Max: -19	Min: -62
Mean: -44.12	Var: 80.6657	Max: -19	Min: -70
Mean: -44.54	Var: 73.4884	Max: -19	Min: -60
Mean: -44.34	Var: 67.7044	Max: -19	Min: -65
Mean: -44.4	Var: 59.9199	Max: -19	Min: -60
Mean: -43.24	Var: 68.1422	Max: -19	Min: -66
Mean: -43.12	Var: 71.7857	Max: -19	Min: -62
Mean: -44.14	Var: 84.2804	Max: -19	Min: -61
Mean: -44.08	Var: 86.0735	Max: -19	Min: -63
Mean: -43.34	Var: 79.3044	Max: -19	Min: -66
Mean: -43.28	Var: 71.1217	Max: -19	Min: -59
Mean: -43.34	Var: 77.3444	Max: -19	Min: -58
Mean: -43.32	Var: 88.6577	Max: -19	Min: -63
Mean: -42.88	Var: 79.1855	Max: -19	Min: -59
Mean: -42.98	Var: 89.9796	Max: -19	Min: -63
Mean: -43.02	Var: 90.7395	Max: -19	Min: -71
Mean: -43.18	Var: 90.3876	Max: -19	Min: -70
Mean: -42.02	Var: 58.8996	Max: -19	Min: -56
Mean: -45	Var: 91.08	Max: -19	Min: -64
Mean: -43.82	Var: 75.4676	Max: -19	Min: -58
Mean: -43.44	Var: 73.7266	Max: -19	Min: -63
Mean: -42.9	Var: 63.8898	Max: -19	Min: -59
Mean: -43.84	Var: 72.9744	Max: -19	Min: -58
Mean: -43.86	Var: 77.0403	Max: -19	Min: -60
Mean: -44.42	Var: 95.6438	Max: -19	Min: -73
Mean: -43.9	Var: 67.5699	Max: -19	Min: -63
Mean: -43.32	Var: 71.8977	Max: -19	Min: -58
Mean: -43.32	Var: 68.2977	Max: -19	Min: -64
Mean: -43.72	Var: 77.8415	Max: -19	Min: -64
Mean: -43.74	Var: 73.7923	Max: -19	Min: -60
Mean: -43.16	Var: 64.4944	Max: -19	Min: -59
Mean: -43.9	Var: 77.5699	Max: -19	Min: -61
Mean: -43.18	Var: 81.4676	Max: -19	Min: -69
Mean: -42.92	Var: 59.9538	Max: -19	Min: -56
Mean: -42.82	Var: 72.5076	Max: -19	Min: -62
Mean: -42.68	Var: 66.7376	Max: -19	Min: -59
Mean: -44.28	Var: 75.8017	Max: -19	Min: -57
Mean: -43.8	Var: 76.2801	Max: -19	Min: -60
Mean: -45.24	Var: 109.382	Max: -19	Min: -66
Mean: -43.42	Var: 70.6437	Max: -19	Min: -60
Mean: -43.74	Var: 92.3923	Max: -19	Min: -76
Mean: -44.5	Var: 65.01	Max: -19	Min: -63
Mean: -44.52	Var: 75.5296	Max: -19	Min: -62
Mean: -44.56	Var: 89.1663	Max: -19	Min: -65
Mean: -44.7	Var: 81.0099	Max: -19	Min: -60
Mean: -44.36	Var: 79.1103	Max: -19	Min: -65
Mean: -43.96	Var: 70.7184	Max: -19	Min: -62
Mean: -43.88	Var: 82.3455	Max: -19	Min: -67
Mean: -44.32	Var: 95.7777	Max: -19	Min: -66
Mean: -43.28	Var: 85.7617	Max: -19	Min: -62
Mean: -44.3	Var: 93.41	Max: -19	Min: -66
Mean: -43.22	Var: 76.0515	Max: -19	Min: -59
Mean: -44.36	Var: 87.8703	Max: -19	Min: -62
Mean: -42.66	Var: 74.4244	Max: -19	Min: -60
Mean: -43.98	Var: 86.8596	Max: -19	Min: -68
Mean: -43.3	Var: 80.0501	Max: -19	Min: -61
Mean: -42.36	Var: 64.2704	Max: -19	Min: -57
Mean: -43.82	Var: 72.6676	Max: -19	Min: -57
Mean: -42.92	Var: 70.1938	Max: -19	Min: -59
Mean: -43.54	Var: 94.8483	Max: -19	Min: -67
Mean: -43.74	Var: 76.9123	Max: -19	Min: -65
Mean: -43.6	Var: 70.5602	Max: -19	Min: -59
Mean: -44.54	Var: 74.5284	Max: -19	Min: -60
Mean: -44.48	Var: 61.2897	Max: -19	Min: -57
Mean: -44.72	Var: 70.1215	Max: -19	Min: -62
Mean: -43.54	Var: 57.9283	Max: -19	Min: -58
Mean: -43.96	Var: 73.1184	Max: -19	Min: -60
Mean: -44.14	Var: 82.6404	Max: -19	Min: -62
Mean: -43.92	Var: 81.6338	Max: -19	Min: -62
Mean: -44.76	Var: 91.5426	Max: -19	Min: -68
Mean: -44.6	Var: 91.3201	Max: -19	Min: -64
Mean: -43.04	Var: 74.7184	Max: -19	Min: -61
Mean: -43.96	Var: 87.3184	Max: -19	Min: -65
Mean: -42.64	Var: 63.6304	Max: -19	Min: -56
Mean: -42.84	Var: 71.9344	Max: -19	Min: -60
Mean: -41.82	Var: 60.7876	Max: -19	Min: -53
Mean: -42.78	Var: 62.0917	Max: -19	Min: -60
Mean: -44.64	Var: 67.3105	Max: -19	Min: -58
Mean: -43.5	Var: 59.89	Max: -19	Min: -58
Mean: -43.58	Var: 63.8034	Max: -19	Min: -60
Mean: -43.1	Var: 54.0101	Max: -19	Min: -55
Mean: -45.12	Var: 81.7057	Max: -19	Min: -62
Mean: -44.26	Var: 74.1925	Max: -19	Min: -62
Mean: -44.84	Var: 82.2944	Max: -19	Min: -74
Mean: -43.76	Var: 66.7825	Max: -19	Min: -60
Mean: -43.36	Var: 63.0704	Max: -19	Min: -56
Mean: -43.28	Var: 66.2417	Max: -19	Min: -60
Mean: -44.92	Var: 86.3537	Max: -19	Min: -64
Mean: -45.06	Var: 80.5763	Max: -19	Min: -67
Mean: -44.54	Var: 74.2084	Max: -19	Min: -66
Mean: -43.06	Var: 74.2163	Max: -19	Min: -63
Mean: -43.42	Var: 77.4037	Max: -19	Min: -59
Mean: -43.18	Var: 89.4276	Max: -19	Min: -63
Mean: -43.42	Var: 92.4837	Max: -19	Min: -64
Mean: -43.38	Var: 90.6355	Max: -19	Min: -62
Mean: -42.7	Var: 96.57	Max: -19	Min: -72
Mean: -43.08	Var: 83.1534	Max: -19	Min: -61
Mean: -42.7	Var: 99.29	Max: -19	Min: -65
Mean: -43.32	Var: 95.6177	Max: -19	Min: -61
Mean: -43.34	Var: 92.3444	Max: -19	Min: -65
Mean: -42.82	Var: 75.9076	Max: -19	Min: -62
Mean: -42.82	Var: 90.9476	Max: -19	Min: -66
Mean: -43.02	Var: 87.6195	Max: -19	Min: -61
Mean: -43.1	Var: 81.5701	Max: -19	Min: -60
Mean: -43.06	Var: 87.1763	Max: -19	Min: -59
Mean: -42.3	Var: 66.8101	Max: -19	Min: -56
Mean: -42.86	Var: 89.6804	Max: -19	Min: -63
Mean: -42.36	Var: 77.9504	Max: -19	Min: -62
Mean: -43.1	Var: 100.37	Max: -19	Min: -63
Mean: -43.18	Var: 94.5475	Max: -19	Min: -64
Mean: -43	Var: 101.56	Max: -19	Min: -67
Mean: -43.4	Var: 92.0398	Max: -19	Min: -59
Mean: -43.14	Var: 97.2004	Max: -19	Min: -68
Mean: -42.9	Var: 71.0098	Max: -19	Min: -61
Mean: -44.18	Var: 88.9076	Max: -19	Min: -62
Mean: -43.58	Var: 80.7234	Max: -19	Min: -62
Mean: -43.68	Var: 97.7776	Max: -19	Min: -63
Mean: -43.26	Var: 83.6725	Max: -19	Min: -59
Mean: -44.28	Var: 90.9217	Max: -19	Min: -64
Mean: -43.84	Var: 71.4944	Max: -19	Min: -62
Mean: -45	Var: 83.08	Max: -19	Min: -59
Mean: -43.68	Var: 72.4976	Max: -19	Min: -59
Mean: -42.28	Var: 76.6817	Max: -19	Min: -64
Mean: -43.02	Var: 87.9395	Max: -19	Min: -65
Mean: -42.44	Var: 79.6066	Max: -19	Min: -57
Mean: -43.4	Var: 86.3998	Max: -19	Min: -59
Mean: -44.14	Var: 89.6804	Max: -19	Min: -65
Mean: -43.36	Var: 76.2304	Max: -19	Min: -61
Mean: -43.22	Var: 83.1715	Max: -19	Min: -62
Mean: -43.26	Var: 76.5525	Max: -19	Min: -64
Mean: -42.6	Var: 80.7201	Max: -19	Min: -63
Mean: -42.58	Var: 71.2035	Max: -19	Min: -56
Mean: -42.98	Var: 71.8996	Max: -19	Min: -60
Mean: -43.18	Var: 86.3876	Max: -19	Min: -60
Mean: -44.32	Var: 88.0977	Max: -19	Min: -61
Mean: -42.84	Var: 67.4944	Max: -19	Min: -59
Mean: -42.66	Var: 66.2644	Max: -19	Min: -61
Mean: -44.28	Var: 78.2417	Max: -19	Min: -61
Mean: -44.62	Var: 80.6757	Max: -19	Min: -60
Mean: -43.62	Var: 74.8357	Max: -19	Min: -60
Mean: -44.2	Var: 87.28	Max: -19	Min: -62
Mean: -43.74	Var: 66.5123	Max: -19	Min: -61
Mean: -44.84	Var: 77.3344	Max: -19	Min: -60
Mean: -44.82	Var: 102.188	Max: -19	Min: -67
Mean: -44.24	Var: 78.1423	Max: -19	Min: -58
Mean: -45.7	Var: 103.41	Max: -19	Min: -64
Mean: -43.48	Var: 90.1696	Max: -19	Min: -63
Mean: -41.76	Var: 66.7825	Max: -19	Min: -57
Mean: -43.38	Var: 81.9155	Max: -19	Min: -63
Mean: -43.44	Var: 87.6066	Max: -19	Min: -62
Mean: -43.64	Var: 79.9104	Max: -19	Min: -59
Mean: -43.04	Var: 77.2784	Max: -19	Min: -62
Mean: -43.64	Var: 91.8304	Max: -19	Min: -64
Mean: -43.04	Var: 79.0783	Max: -19	Min: -59
Mean: -44.26	Var: 87.8725	Max: -19	Min: -61
Mean: -44.96	Var: 96.8785	Max: -19	Min: -63
Mean: -43.16	Var: 70.2144	Max: -19	Min: -62
Mean: -42.06	Var: 65.3363	Max: -19	Min: -59
Mean: -42.8	Var: 66.84	Max: -19	Min: -61
Mean: -42.48	Var: 76.8896	Max: -19	Min: -66
Mean: -43.06	Var: 75.2963	Max: -19	Min: -60
Mean: -43.18	Var: 74.7076	Max: -19	Min: -59
Mean: -42.42	Var: 67.8037	Max: -19	Min: -61
Mean: -43	Var: 70	Max: -19	Min: -58
Mean: -43.82	Var: 82.7076	Max: -19	Min: -64
Mean: -42.92	Var: 73.1538	Max: -19	Min: -58
Mean: -44.18	Var: 85.8276	Max: -19	Min: -63
Mean: -44.08	Var: 89.5135	Max: -19	Min: -63
Mean: -43.06	Var: 88.2163	Max: -19	Min: -63
Mean: -43.42	Var: 94.6437	Max: -19	Min: -62
Mean: -42.44	Var: 70.7266	Max: -19	Min: -59
Mean: -43.36	Var: 77.2704	Max: -19	Min: -64
Mean: -42.92	Var: 71.9138	Max: -19	Min: -55
Mean: -43.68	Var: 81.2576	Max: -19	Min: -63
Mean: -44.08	Var: 83.3535	Max: -19	Min: -61
Mean: -42.26	Var: 74.0725	Max: -19	Min: -60
Mean: -43.72	Var: 89.8415	Max: -19	Min: -59
Mean: -43.92	Var: 100.034	Max: -19	Min: -70
Mean: -43.5	Var: 83.93	Max: -19	Min: -64
Mean: -44.3	Var: 88.61	Max: -19	Min: -64
Mean: -43.42	Var: 67.3237	Max: -19	Min: -58
Mean: -43.58	Var: 70.3234	Max: -19	Min: -59
Mean: -44.76	Var: 93.9026	Max: -19	Min: -70
Mean: -42.84	Var: 77.7344	Max: -19	Min: -61
Mean: -43.38	Var: 80.4355	Max: -19	Min: -63
Mean: -43.18	Var: 89.7076	Max: -19	Min: -66
Mean: -43.04	Var: 104.438	Max: -19	Min: -74
Mean: -42.7	Var: 70.37	Max: -19	Min: -59
Mean: -42.68	Var: 63.0176	Max: -19	Min: -57
Mean: -44.3	Var: 88.93	Max: -19	Min: -72
Mean: -42.5	Var: 70.53	Max: -19	Min: -64
Mean: -44.12	Var: 86.3857	Max: -19	Min: -62
Mean: -43.06	Var: 58.7763	Max: -19	Min: -58
Mean: -44.26	Var: 97.6725	Max: -19	Min: -62
Mean: -43.94	Var: 71.8965	Max: -19	Min: -58
Mean: -41.96	Var: 65.5985	Max: -19	Min: -58
Mean: -43.5	Var: 88.93	Max: -19	Min: -61
Mean: -42.04	Var: 77.7983	Max: -19	Min: -60
Mean: -42.2	Var: 98.1199	Max: -19	Min: -64
Mean: -41.24	Var: 80.4222	Max: -19	Min: -56
Mean: -40.88	Var: 65.1456	Max: -19	Min: -54
Mean: -42.08	Var: 99.8334	Max: -19	Min: -62
Mean: -42.54	Var: 87.3283	Max: -19	Min: -66
Mean: -42.06	Var: 98.7763	Max: -19	Min: -67
Mean: -42.16	Var: 96.4544	Max: -19	Min: -61
Mean: -42.38	Var: 93.8755	Max: -19	Min: -60
Mean: -42.3	Var: 82.0101	Max: -19	Min: -55
Mean: -42.76	Var: 108.703	Max: -19	Min: -67
Mean: -42.6	Var: 86.7601	Max: -19	Min: -65
Mean: -42.44	Var: 78.1266	Max: -19	Min: -57
Mean: -43	Var: 85.64	Max: -19	Min: -59
Mean: -43.22	Var: 76.1315	Max: -19	Min: -61
Mean: -44.18	Var: 100.828	Max: -19	Min: -76
Mean: -43.7	Var: 83.8899	Max: -19	Min: -65
Mean: -43.78	Var: 72.4918	Max: -19	Min: -58
Mean: -43.9	Var: 77.8899	Max: -19	Min: -61
Mean: -42.74	Var: 77.3122	Max: -19	Min: -59
Mean: -43.9	Var: 73.0099	Max: -19	Min: -64
Mean: -43.94	Var: 56.3765	Max: -19	Min: -56
Mean: -44.48	Var: 67.4097	Max: -19	Min: -59
Mean: -44.04	Var: 71.6783	Max: -19	Min: -72
Mean: -45.08	Var: 89.2735	Max: -19	Min: -71
Mean: -44.24	Var: 70.8223	Max: -19	Min: -61
Mean: -44.16	Var: 84.0944	Max: -19	Min: -69
Mean: -43.46	Var: 75.5285	Max: -19	Min: -65
Mean: -43.74	Var: 74.5523	Max: -19	Min: -62
Mean: -43.96	Var: 83.6784	Max: -19	Min: -64
Mean: -43.7	Var: 74.6899	Max: -19	Min: -57
Mean: -43.12	Var: 72.1856	Max: -19	Min: -58
Mean: -43.78	Var: 74.9718	Max: -19	Min: -60
Mean: -44.3	Var: 75.57	Max: -19	Min: -62
Mean: -44.76	Var: 73.5426	Max: -19	Min: -58
Mean: -44.22	Var: 76.1716	Max: -19	Min: -62
Mean: -44.18	Var: 68.8276	Max: -19	Min: -59
Mean: -45.14	Var: 77.6805	Max: -19	Min: -66
Mean: -44.68	Var: 64.8976	Max: -19	Min: -60
Mean: -44.94	Var: 59.5365	Max: -19	Min: -59
Mean: -44.74	Var: 63.9523	Max: -19	Min: -59
Mean: -43.38	Var: 50.4755	Max: -19	Min: -55
Mean: -43.54	Var: 59.7283	Max: -19	Min: -61
Mean: -44.36	Var: 75.7903	Max: -19	Min: -62
Mean: -43.96	Var: 65.8384	Max: -19	Min: -61
Mean: -43.6	Var: 71.5602	Max: -19	Min: -62
Mean: -45.24	Var: 100.582	Max: -19	Min: -66
Mean: -43.58	Var: 67.9234	Max: -19	Min: -61
Mean: -43.14	Var: 64.6804	Max: -19	Min: -58
Mean: -43.74	Var: 74.0723	Max: -19	Min: -62
Mean: -44.3	Var: 80.57	Max: -19	Min: -64
Mean: -44.06	Var: 81.8563	Max: -19	Min: -64
Mean: -43.76	Var: 72.3425	Max: -19	Min: -59
Mean: -45.22	Var: 103.651	Max: -19	Min: -66
Mean: -43.02	Var: 74.0195	Max: -19	Min: -62
Mean: -44.18	Var: 84.3876	Max: -19	Min: -62
Mean: -43.38	Var: 72.9155	Max: -19	Min: -58
Mean: -43.2	Var: 83.1199	Max: -19	Min: -63
Mean: -43.5	Var: 75.01	Max: -19	Min: -60
Mean: -42.48	Var: 74.4896	Max: -19	Min: -59
Mean: -43.3	Var: 83.2901	Max: -19	Min: -58
Mean: -42.52	Var: 84.8096	Max: -19	Min: -57
Mean: -42.9	Var: 79.0498	Max: -19	Min: -58
Mean: -42.76	Var: 83.2225	Max: -19	Min: -62
Mean: -42.52	Var: 73.0496	Max: -19	Min: -55
Mean: -42.38	Var: 79.9156	Max: -19	Min: -61
Mean: -42.9	Var: 90.6098	Max: -19	Min: -66
Mean: -43.54	Var: 84.0083	Max: -19	Min: -64
Mean: -43.42	Var: 85.8437	Max: -19	Min: -62
Mean: -44.14	Var: 102.56	Max: -19	Min: -69
Mean: -43.76	Var: 87.3425	Max: -19	Min: -62
Mean: -43.44	Var: 66.1665	Max: -19	Min: -55
Mean: -44.52	Var: 85.0896	Max: -19	Min: -63
Mean: -43.64	Var: 83.3504	Max: -19	Min: -65
Mean: -44.04	Var: 94.7183	Max: -19	Min: -59
Mean: -43.72	Var: 83.8815	Max: -19	Min: -63
Mean: -43.62	Var: 89.3557	Max: -19	Min: -62
Mean: -44.04	Var: 86.1583	Max: -19	Min: -66
Mean: -42.22	Var: 63.0116	Max: -19	Min: -58
Mean: -43.32	Var: 90.2577	Max: -19	Min: -62
Mean: -43.1	Var: 95.2501	Max: -19	Min: -66
Mean: -42.02	Var: 71.5796	Max: -19	Min: -62
Mean: -42.38	Var: 93.5555	Max: -19	Min: -65
Mean: -42.76	Var: 85.7025	Max: -19	Min: -63
Mean: -42.8	Var: 80.96	Max: -19	Min: -62
Mean: -43.84	Var: 86.9744	Max: -19	Min: -66
Mean: -43.14	Var: 70.6404	Max: -19	Min: -62
Mean: -44.1	Var: 74.6902	Max: -19	Min: -60
Mean: -44.02	Var: 78.5395	Max: -19	Min: -61
